"","Full_FIPS_Code","YEAR","County_Type","Log_predictions","Predictions","LOGTOTAL_EMISSIONS","LOGPOPULATION","LOGTrue_GDP","LOGUnemployment_Rate","LOGCharging_Stations","LOGLNMILES","LOGTELEWORK","LOGUPT_distr_commuters","LOGCOURIER_NONEMP_RCPTOT_REAL","LOGDRIVER_NONEMP_RCPTOT_REAL","LOGPOP_DENSITY"
"1","1003",2008,"Fringe",14.1908128833485,1455431.36195697,13.977594681987,0.583493190696187,0.529741957416293,0.142652261632201,0,0.657662619605503,0.049346924443824,0.646960971750053,0.744604497827959,0.569842791498543,0.418255132456996
"2","1003",2008,"Fringe",14.1908128833485,1455431.36195697,13.977594681987,0.583493190696187,0.529741957416293,0.142652261632201,0,0.657662619605503,0.049346924443824,0.646960971750053,0.744604497827959,0.569842791498543,0.418255132456996
"3","1003",2008,"Fringe",14.1908128833485,1455431.36195697,13.977594681987,0.583493190696187,0.529741957416293,0.142652261632201,0,0.657662619605503,0.049346924443824,0,0.744604497827959,0.569842791498543,0.418255132456996
"4","1003",2008,"Fringe",14.1908128833485,1455431.36195697,13.977594681987,0.583493190696187,0.529741957416293,0.142652261632201,0,0.657662619605503,0.049346924443824,0,0.744604497827959,0.569842791498543,0.418255132456996
"5","1005",2008,"Micropolitan",12.2124224564247,201274.002736484,12.4716138861514,0.393892897927407,0.337444788044504,0.306754818620681,0,0.547414509089571,0.0848148759036479,0,0,0,0.308026429651187
"6","1015",2008,"Metropolitan",13.7231987505691,911820.792748827,14.2522263088009,0.541855931999464,0.507396174054094,0.185264196947521,0,0.645478995893138,0.0316030136927679,0,0.647412799227411,0.540555860208418,0.467977632879644
"7","1017",2008,"Micropolitan",12.3230566055271,224820.279791214,12.4089492325209,0.416249660655812,0.321770761094217,0.518140819895846,0,0.523906952274986,0.0131585017154721,0,0,0.478546014029208,0.36140466751127
"8","1019",2008,"Fringe",12.0572015877566,172336.04294028,12.0998309069332,0.385531912968562,0.290011768325361,0.185264196947521,0,0.526314744184885,0.060392594235773,0,0.452232682148402,0,0.341902867612822
"9","1021",2008,"Fringe",12.9463256063731,419293.154234607,12.9183075016408,0.439274736614565,0.330478541476884,0.158199039222421,0,0.581861394461973,0.0131585017154721,0,0.621473346434759,0,0.367892604588985
"10","1031",2008,"Tribal",12.6529826551964,312694.719088968,12.6343758113389,0.451113353147329,0.377541784070033,0.150433053659212,0,0.559528048685382,0.0647447964902417,0,0.596175213707116,0,0.379968806901914
"11","1033",2008,"Metropolitan",12.8469596596046,379632.766165453,12.9401468156305,0.463019929651484,0.44348370487161,0.215977600101658,0,0.55550410869121,0.017720274477906,0.567322489708436,0.627358174665454,0,0.401944845768616
"12","1039",2008,"Fringe",12.4983712491406,267900.587668204,12.6036140221743,0.424757777850469,0.365040140879732,0.192964244858167,0,0.615019220372645,0.0647447964902417,0,0,0,0.320600021087098
"13","1043",2008,"Micropolitan",13.3275511085379,613877.765633654,13.3134028888251,0.50288240936078,0.438620230615557,0.150433053659212,0,0.617390803997669,0.0636345209997666,0,0.695210560936327,0,0.417091986060888
"14","1045",2008,"Micropolitan",12.9160275638302,406779.912986008,13.4680124764366,0.453945356609581,0.45945269924408,0.173686815617269,0,0.557544813432409,0.0481396357308744,0,0.679861706900141,0,0.399259557982763
"15","1047",2008,"Micropolitan",12.5065848464518,270110.07671982,12.4329974609006,0.441685768775028,0.382078505498165,0.395556672600002,0,0.551607588240237,0.0778040744765846,0,0,0,0.339581859833102
"16","1049",2008,"Micropolitan",13.0583431719107,468993.023434083,13.160256946477,0.489138050832412,0.417357978142392,0.189116036952149,0,0.62934393255773,0.0555304736550018,0,0.61935516262827,0,0.400635196289467
"17","1051",2008,"Fringe",13.0068845706683,445469.726976002,12.8367378259132,0.499530390850786,0.405855505186145,0.162076497169163,0,0.561833952521623,0.047926627453032,0.597962892950133,0.681262597177983,0,0.429528164424998
"18","1053",2008,"Micropolitan",12.7638865957309,349369.924610121,12.8189427813123,0.425803941602054,0.384587427032252,0.257834625306058,0,0.572904321010475,0.0193197015323156,0,0.597558353200931,0,0.329099853619348
"19","1059",2008,"Fringe",12.2511605011125,209223.952666498,12.5353257451125,0.406575490429986,0.341364990555604,0.254047131593885,0,0.543004089428182,0.017720274477906,0,0,0,0.34765473640727
"20","1069",2008,"Tribal",13.3854010680342,650437.874427017,13.500315719206,0.524630315592392,0.502767790970325,0.154317893725957,0,0.611530211224814,0.0481396357308744,0,0.715824825537256,0,0.457275789446881
"21","1071",2008,"Micropolitan",12.8523890881974,381699.560840705,13.0985922577326,0.461214962475165,0.412655279163149,0.204487144321362,0,0.610685437833892,0.0555304736550018,0,0.634163987209746,0,0.347878527401576
"22","1077",2008,"Metropolitan",13.288665304616,590464.801341987,13.2355427911777,0.517126684156451,0.447729292628077,0.185264196947521,0,0.626995034006713,0.017720274477906,0,0.667923002069159,0,0.438090666181729
"23","1079",2008,"Tribal",12.3861311930742,239457.491862014,12.4190462506235,0.415152168116827,0.341667158005106,0.215977600101658,0,0.562931916784788,0.0553224881175461,0.492440282861543,0.587672836326695,0,0.347346158577347
"24","1081",2008,"Metropolitan",13.5533893487704,769417.757549191,13.4729905533069,0.55596465601911,0.502737559712082,0.165950274566756,0,0.604145196184504,0.056383142121983,0.506485540440342,0.626106341891077,0.602640791826841,0.480161120818156
"25","1083",2008,"Fringe",13.3390324324624,620966.511333562,13.2714720286746,0.501023976792775,0.464508619582991,0.146544511981551,0,0.568603234174369,0.0735028935894435,0,0.683851677861785,0,0.438769332934949
"26","1087",2008,"Fringe",12.8049971489235,364032.034248398,12.7013310137176,0.367906254309456,0.289352891642007,0.254047131593885,0,0.511392555367846,0.0848148759036479,0,0,0,0.31831147570017
"27","1089",2008,"Metropolitan",14.4419625270185,1870960.56303286,14.421931357769,0.646185481211827,0.647529076362048,0.123135131263081,0,0.677407466955168,0.0686850012989371,0.589350427335436,0.728310657609927,0.632729248883848,0.533499869135609
"28","1093",2008,"Rural Towns",12.5641004269898,286101.072290965,12.7470533960423,0.404792112785222,0.338113855022869,0.272949546961785,0,0.591734685565267,0.0288381133014314,0,0.607024162928649,0,0.332660376920981
"29","1095",2008,"Micropolitan",13.2426915395649,563933.457049563,13.0657777880028,0.515858880729957,0.460764683087851,0.146544511981551,0,0.600038985243549,0.0530030472543855,0,0.639700360179489,0,0.451749560369905
"30","1101",2008,"Metropolitan",14.2980721059584,1620219.36082498,14.3600535671418,0.609964896497469,0.609721445181262,0.192964244858167,0,0.643573984380553,0.0915442593793197,0.611456334388114,0.7243323498964,0.572562813933566,0.503765390263993
"31","1103",2008,"Metropolitan",13.5146905486091,740210.991810948,13.6064422288451,0.542223477328913,0.514938890655408,0.165950274566756,0,0.618155240744309,0.0553224881175461,0.543056566006729,0.664762995557596,0.568710745368316,0.472221708835351
"32","1107",2008,"Fringe",11.8859303309641,145209.14056834,11.9999467587401,0.359756214778468,0.250459689773826,0.242663514221315,0,0.542780705424838,0.0187488352551646,0,0.494735044466178,0,0.279733804412426
"33","1109",2008,"Micropolitan",12.3405356125096,228784.45906401,12.4916518619987,0.40880605244461,0.373284609290623,0.150433053659212,0,0.533058677742914,0.0848148759036479,0,0.578313416159626,0,0.344806680391953
"34","1113",2008,"Metropolitan",12.767398944986,350599.191347903,12.9752810886582,0.457118046012756,0.374918752044993,0.276719546474178,0,0.561077261837675,0.0848148759036479,0.482351934275885,0.661238413798701,0,0.390167780906143
"35","1115",2008,"Fringe",13.3881453418008,652225.305500996,13.4436871474553,0.504091990589856,0.400523214516613,0.158199039222421,0,0.575127993228277,0.0808387289186884,0.606294096290502,0.699285514837193,0,0.431699087528386
"36","1117",2008,"Metropolitan",13.8748267708712,1061110.72460198,13.7702458850231,0.590667143149157,0.573302317516344,0.107453943162633,0,0.599209162394793,0.0544950047436072,0.675510499662747,0.731818862886272,0.560856130767621,0.486479422248364
"37","1121",2008,"Micropolitan",13.3246427497478,612094.982580916,13.1398385273636,0.505988258803552,0.460743450991575,0.246461582603357,0,0.594400900435186,0.060392594235773,0,0.639700360179489,0.512284445324455,0.419638345102586
