"","Full_FIPS_Code","YEAR","County_Type","Log_predictions","Predictions","LOGTRANSIT_USER_COUNT","LOGPOPULATION","LOGTrue_GDP","LOGUnemployment_Rate","LOGCharging_Stations","LOGLNMILES","LOGTELEWORK","LOGcapital_transit_funding","LOGCOURIER_NONEMP_RCPTOT_REAL","LOGDRIVER_NONEMP_RCPTOT_REAL","LOGPOP_DENSITY"
"1","1001",2005,"Metropolitan",7.6616993614628,2125.36612675887,8.64628976475065,0.237560949908375,0.182995789624101,0.0885719270906627,0,0.493235599931247,0.0310028190511044,0.599476929737311,0.589736497217446,0,0.259737753804361
"2","1015",2005,"Metropolitan",8.89185937805961,7272.52900053515,9.05812115899867,0.357312128636465,0.346371275410604,0.116360589885605,0,0.638029908544418,0.0764956405996135,0,0.637626562478825,0.567794586532666,0.347936616054786
"3","1033",2005,"Metropolitan",7.61570658229519,2029.82849307188,8.6079475546847,0.250483140260907,0.267557368735653,0.151816609276248,0,0.553052624492966,0.0395719075684132,0,0.631065754669853,0,0.269726814839315
"4","1077",2005,"Metropolitan",8.3664745748535,4300.44839801646,9.05986625862135,0.32177858443066,0.274520067852441,0.14003168781856,0,0.624052975051843,0.0395719075684132,0,0.668030780279119,0,0.310679282080484
"5","1081",2005,"Metropolitan",9.16006261021294,9509.65246029555,9.61126184003447,0.371220572749239,0.335070958973932,0.0845868275254667,0,0.595368906629256,0.0400996033778098,0.480975093178009,0.64732348011396,0.539222202263528,0.358429767704936
"6","1089",2005,"Metropolitan",8.70397285768868,6026.80836979392,7.61677580869837,0.49620761912343,0.51921946145348,0.0805978831940554,0,0.664192701202674,0.0426230674575005,0.538232608529966,0.714564731187377,0.595411921862683,0.42285144375671
"7","1101",2005,"Metropolitan",9.8714525101252,19369.4528773642,9.0259366489779,0.453348866362888,0.483659648755453,0.116360589885605,0,0.636544105130784,0.0831129886247733,0.647548588632383,0.695307174546762,0.556906650315627,0.392386107134278
"8","1103",2005,"Metropolitan",8.14823681451491,3457.27786613553,7.28550654852279,0.356667890450345,0.361537259199303,0.116360589885605,0,0.615085899801391,0.0288892605722422,0,0.703294130834877,0.476984514945251,0.352240131476329
"9","1113",2005,"Metropolitan",7.38451203663417,1610.84157151011,6.87005341179813,0.237719674146729,0.17779675082357,0.175286154673335,0,0.610166677152033,0.0750647266070262,0.518651002953794,0.606872010184405,0.485970644458546,0.251945160328256
"10","1117",2005,"Metropolitan",8.51248027526829,4976.49086107507,6.76272950693188,0.41545195566497,0.420121804610606,0.060595229381282,0,0.614058127483066,0.000733177025015318,0.646771281735899,0.724561262002754,0.513936565158466,0.362967924364266
"11","1125",2005,"Metropolitan",9.24833269428123,10387.2325784757,8.70516541971901,0.418788119332149,0.446854581885555,0.0845868275254667,0,0.672840339386145,0.0124389611649101,0.459971546045045,0.683715205616216,0.543441138154873,0.310037861990253
"12","1015",2006,"Metropolitan",8.87202354621584,7129.69365049903,8.14380797677148,0.358449101883594,0.346669420071522,0.0965306215188855,0,0.642540737725427,0.094179756467025,0,0.649184372323064,0.526093338625413,0.34879783843648
"13","1033",2006,"Metropolitan",7.72050753481164,2254.10332620589,7.75147531802146,0.25062556155223,0.26842003670552,0.120315196096997,0,0.5530124933962,0.0408504852721775,0.519232566788656,0.639300827856282,0,0.269834094042922
"14","1077",2006,"Metropolitan",8.36693266020278,4302.4188216996,8.20330402679528,0.323273267482538,0.275662728828412,0.104474025458484,0,0.623988906731954,0.0408504852721775,0,0.666416972975921,0,0.311809035318593
"15","1081",2006,"Metropolitan",9.15566194519651,9467.89561173446,10.3606275488823,0.374718864876334,0.339099894281546,0.0726084305073912,0,0.595363547304146,0.052799646706268,0.414944129024627,0.683301145568348,0.583255673258044,0.361081003147051
"16","1089",2006,"Metropolitan",8.67172917389259,5835.58136517821,8.20357773693795,0.499823422125317,0.523904650509868,0.0686079072356221,0,0.67427901621429,0.0853805083164849,0.496462553748062,0.71843227895828,0.616901373415268,0.425597548294182
"17","1101",2006,"Metropolitan",9.94995311660963,20951.2400935844,9.50643694302898,0.455692212277723,0.486644766454656,0.100504231126811,0,0.637379010385901,0.0460333997391935,0.67342819513405,0.698182435035566,0.58124580907097,0.394164280060551
"18","1103",2006,"Metropolitan",8.36300429895746,4285.55052042246,8.1789193328484,0.358577085766395,0.365532736012261,0.0965306215188855,0,0.615563496459279,0.022859165819666,0.514123005887676,0.719634717380086,0,0.353686603895387
"19","1113",2006,"Metropolitan",7.44877867599938,1717.76391741837,7.64060382639363,0.239804223584776,0.183427708424814,0.167477766179104,0,0.558559492181015,0.0877893652375893,0.554501363011334,0,0.48914099319442,0.253512454601261
"20","1117",2006,"Metropolitan",8.54493658188762,5140.65911072922,8.43576619272051,0.421304468263607,0.426987653658764,0.0445231373105869,0,0.592381016155308,0.0176111501114051,0.656258408112717,0.739298502516874,0.562396826313121,0.367404358030655
"21","1125",2006,"Metropolitan",9.1957383184911,9855.04039478448,7.52886925664225,0.42332895027675,0.447557303089584,0.0686079072356221,0,0.673270761724936,0.0712559215012897,0.562184051802428,0.678935351987088,0.583647774426542,0.313470139190181
"22","1015",2007,"Metropolitan",9.00832624449511,8170.83384530646,9.46475000516439,0.359468555465248,0.350075028015544,0.0965306215188855,0,0.642572063703812,0.0709755104515071,0,0.66629417811992,0,0.349570073681279
"23","1081",2007,"Metropolitan",9.13687124220936,9291.64828883717,9.63626148865173,0.377670375195446,0.343233264330211,0.0845868275254667,0,0.601354037302724,0.105047080624196,0.485268505116285,0.675262026211014,0.59490566235043,0.363318087091288
"24","1089",2007,"Metropolitan",8.73909122926891,6242.22038667765,7.63530388625941,0.502893733643794,0.529267394662893,0.060595229381282,0,0.67440950959565,0.0899782931623707,0.637226076137222,0.736377068302874,0.617265082511044,0.427929507967412
"25","1101",2007,"Metropolitan",9.92741200525525,20484.2587693044,9.51753091081601,0.456068479751465,0.486422529606451,0.104474025458484,0,0.640725761623961,0.055867213394773,0.653081140389955,0.722592260820979,0.60748770272926,0.394449807950959
"26","1103",2007,"Metropolitan",8.27224410478709,3913.7219469138,8.12444685571585,0.359697954126199,0.36652373531999,0.0805978831940554,0,0.615419512037858,0.0654644138473313,0.503346165541896,0,0.485101517739526,0.354535857497815
"27","1113",2007,"Metropolitan",7.37711909707087,1598.97662956562,7.54908271081229,0.24154190788282,0.180264298341734,0.183079824236139,0,0.558594139362004,0.10302179765138,0.558687692526543,0.619509827046592,0.537683913174062,0.254819172357737
"28","1125",2007,"Metropolitan",9.23366119037464,10235.9487494484,8.79011689289247,0.42565632746615,0.453773930497632,0.0726084305073912,0,0.674128480203191,0.0563719853595404,0.39996935299045,0.685522610265015,0.587998049409387,0.31522964008906
"29","1015",2008,"Metropolitan",9.02027704146918,8269.06763860467,9.00245482305095,0.360774665550899,0.35118831023118,0.171383803766553,0,0.642622342253269,0.0327529571235669,0,0.647412799230931,0.534857690133489,0.35055949269713
"30","1033",2008,"Metropolitan",7.76708077496371,2361.56726976754,7.85438121065236,0.25078364175939,0.267979618057222,0.202499965524284,0,0.55304565095029,0.018886703059487,0.482758292421453,0.627358174668865,0,0.269953169704315
"31","1077",2008,"Metropolitan",8.41364786677732,4508.17577763929,8.30622521603216,0.326272722189527,0.273507018410301,0.171383803766553,0,0.62422018361271,0.018886703059487,0,0.66792300207279,0,0.314076427259676
"32","1081",2008,"Metropolitan",9.25240544070697,10429.6234077866,9.7971821461652,0.380458984302413,0.345123183790284,0.151816609276248,0,0.601471470804329,0.0575036601387773,0.496894048139927,0.626106341894481,0.596288164876142,0.365431894844289
"33","1089",2008,"Metropolitan",8.82017457360429,6769.44628876023,8.75479176370003,0.506333973326588,0.533629634760409,0.108440011833378,0,0.67440950959565,0.0697909108354058,0.622370966313721,0.728310657613886,0.626059450002874,0.430542585479773
"34","1101",2008,"Metropolitan",9.87916934363595,19519.5019275708,9.35884658027541,0.455799457668699,0.484407259455736,0.179184825852172,0,0.640725761623961,0.0926230252243283,0.608769529063542,0.724332349900338,0.566527248448964,0.394245662208686
"35","1103",2008,"Metropolitan",8.2363620259309,3775.77910542234,7.90137735379262,0.361287460287718,0.361008296719922,0.151816609276248,0,0.615419512037858,0.0564442641751914,0.543830923413464,0.66476299556121,0.562715785755264,0.355740242612973
