,State_Code,County_Code,County_name,Year,Labor_Force,Employed,Unemployed,Unemployment_Rate,BEA_FIPS,True_Fips,BEA_State,BEA_County,True_State,True_County
64037,51,163,"Rockbridge County, VA",2019,10840,10547,293,2.7,51945,51163,51,945,51,163
64038,51,165,"Rockingham County, VA",2019,42678,41674,1004,2.4,51947,51165,51,947,51,165
64043,51,175,"Southampton County, VA",2019,9162,8920,242,2.6,51949,51175,51,949,51,175
64044,51,177,"Spotsylvania County, VA",2019,68420,66450,1970,2.9,51951,51177,51,951,51,177
64050,51,191,"Washington County, VA",2019,26415,25537,878,3.3,51953,51191,51,953,51,191
64052,51,195,"Wise County, VA",2019,13390,12776,614,4.6,51955,51195,51,955,51,195
64054,51,199,"York County, VA",2019,33214,32336,878,2.6,51958,51199,51,958,51,199
64056,51,520,"Bristol city, VA",2019,7319,7046,273,3.7,51953,51520,51,953,51,520
64057,51,530,"Buena Vista city, VA",2019,3476,3383,93,2.7,51945,51530,51,945,51,530
64058,51,540,"Charlottesville city, VA",2019,26240,25623,617,2.4,51901,51540,51,901,51,540
64060,51,570,"Colonial Heights city, VA",2019,8591,8315,276,3.2,51918,51570,51,918,51,570
64061,51,580,"Covington city, VA",2019,2415,2317,98,4.1,51903,51580,51,903,51,580
64062,51,590,"Danville city, VA",2019,19183,18231,952,5,51939,51590,51,939,51,590
64064,51,600,"Fairfax city, VA",2019,13225,12942,283,2.1,51919,51600,51,919,51,600
64065,51,610,"Falls Church city, VA",2019,8561,8383,178,2.1,51919,51610,51,919,51,610
64067,51,630,"Fredericksburg city, VA",2019,14182,13707,475,3.3,51951,51630,51,951,51,630
64068,51,640,"Galax city, VA",2019,2927,2833,94,3.2,51913,51640,51,913,51,640
64070,51,660,"Harrisonburg city, VA",2019,24788,23993,795,3.2,51947,51660,51,947,51,660
64071,51,670,"Hopewell city, VA",2019,9666,9251,415,4.3,51941,51670,51,941,51,670
64073,51,680,"Lynchburg city, VA",2019,36639,35287,1352,3.7,51911,51680,51,911,51,680
64074,51,683,"Manassas city, VA",2019,21887,21338,549,2.5,51942,51683,51,942,51,683
64075,51,685,"Manassas Park city, VA",2019,9525,9290,235,2.5,51942,51685,51,942,51,685
64076,51,690,"Martinsville city, VA",2019,5487,5264,223,4.1,51929,51690,51,929,51,690
64079,51,720,"Norton city, VA",2019,1684,1623,61,3.6,51955,51720,51,955,51,720
64080,51,730,"Petersburg city, VA",2019,12953,12229,724,5.6,51918,51730,51,918,51,730
64081,51,735,"Poquoson city, VA",2019,6472,6317,155,2.4,51958,51735,51,958,51,735
64083,51,750,"Radford city, VA",2019,8727,8419,308,3.5,51933,51750,51,933,51,750
64086,51,775,"Salem city, VA",2019,12917,12560,357,2.8,51944,51775,51,944,51,775
64087,51,790,"Staunton city, VA",2019,12282,11954,328,2.7,51907,51790,51,907,51,790
64090,51,820,"Waynesboro city, VA",2019,10728,10420,308,2.9,51907,51820,51,907,51,820
64091,51,830,"Williamsburg city, VA",2019,6765,6505,260,3.8,51931,51830,51,931,51,830
64092,51,840,"Winchester city, VA",2019,14815,14404,411,2.8,51921,51840,51,921,51,840
67239,51,121,"Montgomery County, VA",2020,48776,46362,2414,4.9,51933,51121,51,933,51,121
67248,51,143,"Pittsylvania County, VA",2020,29796,27807,1989,6.7,51939,51143,51,939,51,143
67251,51,149,"Prince George County, VA",2020,14895,13895,1000,6.7,51941,51149,51,941,51,149
67252,51,153,"Prince William County, VA",2020,246236,229633,16603,6.7,51942,51153,51,942,51,153
67256,51,161,"Roanoke County, VA",2020,48770,46198,2572,5.3,51944,51161,51,944,51,161
67257,51,163,"Rockbridge County, VA",2020,10373,9781,592,5.7,51945,51163,51,945,51,163
67258,51,165,"Rockingham County, VA",2020,41503,39479,2024,4.9,51947,51165,51,947,51,165
67263,51,175,"Southampton County, VA",2020,9037,8575,462,5.1,51949,51175,51,949,51,175
67264,51,177,"Spotsylvania County, VA",2020,67617,63432,4185,6.2,51951,51177,51,951,51,177
67270,51,191,"Washington County, VA",2020,25815,24262,1553,6,51953,51191,51,953,51,191
67272,51,195,"Wise County, VA",2020,13054,12032,1022,7.8,51955,51195,51,955,51,195
67274,51,199,"York County, VA",2020,32597,30724,1873,5.7,51958,51199,51,958,51,199
67276,51,520,"Bristol city, VA",2020,7517,6928,589,7.8,51953,51520,51,953,51,520
67277,51,530,"Buena Vista city, VA",2020,3181,2997,184,5.8,51945,51530,51,945,51,530
67278,51,540,"Charlottesville city, VA",2020,25133,23437,1696,6.7,51901,51540,51,901,51,540
67280,51,570,"Colonial Heights city, VA",2020,8336,7716,620,7.4,51918,51570,51,918,51,570
67281,51,580,"Covington city, VA",2020,2403,2163,240,10,51903,51580,51,903,51,580
67282,51,590,"Danville city, VA",2020,19160,17236,1924,10,51939,51590,51,939,51,590
67284,51,600,"Fairfax city, VA",2020,12618,11859,759,6,51919,51600,51,919,51,600
67285,51,610,"Falls Church city, VA",2020,8207,7882,325,4,51919,51610,51,919,51,610
67287,51,630,"Fredericksburg city, VA",2020,14100,13060,1040,7.4,51951,51630,51,951,51,630
67288,51,640,"Galax city, VA",2020,2868,2638,230,8,51913,51640,51,913,51,640
67290,51,660,"Harrisonburg city, VA",2020,24232,22621,1611,6.6,51947,51660,51,947,51,660
67291,51,670,"Hopewell city, VA",2020,9687,8601,1086,11.2,51941,51670,51,941,51,670
67293,51,680,"Lynchburg city, VA",2020,35666,32975,2691,7.5,51911,51680,51,911,51,680
67294,51,683,"Manassas city, VA",2020,21381,19927,1454,6.8,51942,51683,51,942,51,683
67295,51,685,"Manassas Park city, VA",2020,9661,8992,669,6.9,51942,51685,51,942,51,685
67296,51,690,"Martinsville city, VA",2020,5627,4990,637,11.3,51929,51690,51,929,51,690
67299,51,720,"Norton city, VA",2020,1652,1525,127,7.7,51955,51720,51,955,51,720
67300,51,730,"Petersburg city, VA",2020,13043,11124,1919,14.7,51918,51730,51,918,51,730
67301,51,735,"Poquoson city, VA",2020,6199,5929,270,4.4,51958,51735,51,958,51,735
67303,51,750,"Radford city, VA",2020,8496,7941,555,6.5,51933,51750,51,933,51,750
67306,51,775,"Salem city, VA",2020,12668,11907,761,6,51944,51775,51,944,51,775
67307,51,790,"Staunton city, VA",2020,12180,11384,796,6.5,51907,51790,51,907,51,790
67310,51,820,"Waynesboro city, VA",2020,10589,9863,726,6.9,51907,51820,51,907,51,820
67311,51,830,"Williamsburg city, VA",2020,6797,6223,574,8.4,51931,51830,51,931,51,830
67312,51,840,"Winchester city, VA",2020,14599,13699,900,6.2,51921,51840,51,921,51,840
70459,51,121,"Montgomery County, VA",2021,49876,48372,1504,3,51933,51121,51,933,51,121
70468,51,143,"Pittsylvania County, VA",2021,29678,28488,1190,4,51939,51143,51,939,51,143
70471,51,149,"Prince George County, VA",2021,14931,14258,673,4.5,51941,51149,51,941,51,149
70472,51,153,"Prince William County, VA",2021,245005,235333,9672,3.9,51942,51153,51,942,51,153
70476,51,161,"Roanoke County, VA",2021,48627,47089,1538,3.2,51944,51161,51,944,51,161
70477,51,163,"Rockbridge County, VA",2021,10523,10132,391,3.7,51945,51163,51,945,51,163
70478,51,165,"Rockingham County, VA",2021,41987,40739,1248,3,51947,51165,51,947,51,165
70483,51,175,"Southampton County, VA",2021,8850,8541,309,3.5,51949,51175,51,949,51,175
70484,51,177,"Spotsylvania County, VA",2021,67579,65012,2567,3.8,51951,51177,51,951,51,177
70490,51,191,"Washington County, VA",2021,25578,24659,919,3.6,51953,51191,51,953,51,191
70492,51,195,"Wise County, VA",2021,12744,12075,669,5.2,51955,51195,51,955,51,195
70494,51,199,"York County, VA",2021,32540,31462,1078,3.3,51958,51199,51,958,51,199
70496,51,520,"Bristol city, VA",2021,7405,7056,349,4.7,51953,51520,51,953,51,520
70497,51,530,"Buena Vista city, VA",2021,2992,2874,118,3.9,51945,51530,51,945,51,530
70498,51,540,"Charlottesville city, VA",2021,25037,24122,915,3.7,51901,51540,51,901,51,540
70500,51,570,"Colonial Heights city, VA",2021,8316,7922,394,4.7,51918,51570,51,918,51,570
70501,51,580,"Covington city, VA",2021,2297,2164,133,5.8,51903,51580,51,903,51,580
70502,51,590,"Danville city, VA",2021,18632,17447,1185,6.4,51939,51590,51,939,51,590
70504,51,600,"Fairfax city, VA",2021,12596,12165,431,3.4,51919,51600,51,919,51,600
70505,51,610,"Falls Church city, VA",2021,8308,8086,222,2.7,51919,51610,51,919,51,610
70507,51,630,"Fredericksburg city, VA",2021,14035,13382,653,4.7,51951,51630,51,951,51,630
70508,51,640,"Galax city, VA",2021,2823,2705,118,4.2,51913,51640,51,913,51,640
70510,51,660,"Harrisonburg city, VA",2021,24355,23361,994,4.1,51947,51660,51,947,51,660
70511,51,670,"Hopewell city, VA",2021,9512,8823,689,7.2,51941,51670,51,941,51,670
70513,51,680,"Lynchburg city, VA",2021,35240,33459,1781,5.1,51911,51680,51,911,51,680
70514,51,683,"Manassas city, VA",2021,21263,20432,831,3.9,51942,51683,51,942,51,683
70515,51,685,"Manassas Park city, VA",2021,9590,9227,363,3.8,51942,51685,51,942,51,685
70516,51,690,"Martinsville city, VA",2021,5557,5149,408,7.3,51929,51690,51,929,51,690
70519,51,720,"Norton city, VA",2021,1609,1529,80,5,51955,51720,51,955,51,720
70520,51,730,"Petersburg city, VA",2021,12709,11418,1291,10.2,51918,51730,51,918,51,730
70521,51,735,"Poquoson city, VA",2021,6246,6071,175,2.8,51958,51735,51,958,51,735
70523,51,750,"Radford city, VA",2021,8639,8283,356,4.1,51933,51750,51,933,51,750
70526,51,775,"Salem city, VA",2021,12579,12129,450,3.6,51944,51775,51,944,51,775
70527,51,790,"Staunton city, VA",2021,12049,11588,461,3.8,51907,51790,51,907,51,790
70530,51,820,"Waynesboro city, VA",2021,10471,10038,433,4.1,51907,51820,51,907,51,820
70531,51,830,"Williamsburg city, VA",2021,6699,6375,324,4.8,51931,51830,51,931,51,830
70532,51,840,"Winchester city, VA",2021,14670,14155,515,3.5,51921,51840,51,921,51,840
